,0,1,2,3,4,5,6,7,x,y,label
67,282.0,309.0,470.0,473.0,394.0,706.0,850.0,813.0,106.83475895676402,-6.197811702244214,water
68,395.0,437.0,647.0,690.0,615.0,592.0,536.0,441.0,106.83453325558116,-6.197903054030595,water
69,355.0,389.0,553.0,563.0,479.0,1272.0,1590.0,1509.0,106.83494322957766,-6.198006270141988,water
70,374.0,415.0,603.0,626.0,535.0,752.0,803.0,707.0,106.83483285006832,-6.198035040635855,water
71,364.0,430.0,682.0,659.0,522.0,1143.0,1223.0,1162.0,106.83480431064726,-6.198030308270957,water
72,400.0,457.0,650.0,687.0,594.0,659.0,621.0,519.0,106.83482710304396,-6.1980438114285805,water
73,387.0,424.0,642.0,651.0,545.0,865.0,959.0,831.0,106.83483498169875,-6.198009169304594,water
74,393.0,451.0,652.0,675.0,565.0,785.0,786.0,748.0,106.83493317421478,-6.198042241042235,water
75,336.0,372.0,552.0,568.0,491.0,577.0,578.0,465.0,106.83492700916909,-6.197882906946784,water
76,364.0,398.0,554.0,591.0,515.0,691.0,768.0,674.0,106.83463754366564,-6.197716847924216,water
77,362.0,419.0,639.0,688.0,619.0,580.0,527.0,411.0,106.83459649905683,-6.197991847715031,water
78,392.0,436.0,660.0,666.0,569.0,631.0,640.0,576.0,106.83460215440522,-6.197641423343672,water
79,425.0,507.0,764.0,796.0,723.0,797.0,817.0,687.0,106.83461111453096,-6.19801527019361,water
80,418.0,470.0,718.0,723.0,630.0,825.0,825.0,778.0,106.8345145084582,-6.197929437486994,water
81,360.0,385.0,576.0,594.0,515.0,610.0,608.0,538.0,106.83484355167928,-6.197910841682646,water
82,513.0,559.0,953.0,934.0,766.0,1397.0,1514.0,1334.0,106.83467464510926,-6.1979888684163615,water
83,362.0,419.0,609.0,641.0,566.0,494.0,439.0,305.0,106.83464175408118,-6.197653669718514,water
84,461.0,492.0,809.0,782.0,622.0,1302.0,1464.0,1316.0,106.83481789459753,-6.19801459339649,water
85,430.0,459.0,696.0,723.0,642.0,588.0,485.0,403.0,106.83443649531404,-6.1978376105671265,water
86,495.0,555.0,816.0,851.0,731.0,882.0,929.0,776.0,106.83481922967734,-6.197967347981694,water
87,405.0,460.0,738.0,697.0,561.0,1220.0,1446.0,1359.0,106.83488517906106,-6.198005373697241,water
88,503.0,524.0,752.0,801.0,726.0,876.0,858.0,768.0,106.83459268500935,-6.197694104492006,water
89,413.0,443.0,627.0,670.0,580.0,617.0,575.0,483.0,106.83471961311139,-6.197741887615463,water
90,421.0,489.0,755.0,800.0,703.0,739.0,673.0,523.0,106.83465356155625,-6.197999445439611,water
91,503.0,554.0,819.0,848.0,704.0,1163.0,1346.0,1177.0,106.83471072332532,-6.197882877599963,water
92,398.0,463.0,641.0,703.0,623.0,595.0,528.0,387.0,106.83454254121902,-6.197788297279431,water
93,387.0,447.0,657.0,708.0,619.0,777.0,800.0,730.0,106.83475444736001,-6.198068767279663,water
94,483.0,542.0,777.0,847.0,755.0,589.0,427.0,295.0,106.8345661213442,-6.197883736060577,water
95,473.0,543.0,793.0,833.0,737.0,598.0,540.0,382.0,106.83484922775908,-6.198112307361557,water
96,449.0,538.0,812.0,841.0,735.0,828.0,881.0,672.0,106.83461148595397,-6.197881651309342,water
97,428.0,467.0,714.0,774.0,670.0,723.0,676.0,566.0,106.83460103599303,-6.197935612392589,water
98,414.0,457.0,638.0,666.0,569.0,1265.0,1573.0,1512.0,106.83493067970758,-6.198002676913363,water
99,402.0,431.0,664.0,667.0,577.0,744.0,737.0,580.0,106.83477202010215,-6.197845860006785,water
0,422.0,441.0,612.0,559.0,495.0,1563.0,2763.0,2962.0,106.8352974554167,-6.19762711173145,non_water
1,455.0,520.0,613.0,640.0,688.0,751.0,968.0,1078.0,106.83395843741475,-6.197866043054733,non_water
2,2823.0,3017.0,3253.0,3378.0,3448.0,3776.0,4090.0,4194.0,106.83543739305665,-6.197748812575475,non_water
3,328.0,387.0,643.0,555.0,445.0,1975.0,3164.0,3288.0,106.83455354285785,-6.1972402729335805,non_water
4,562.0,593.0,847.0,844.0,816.0,1780.0,2486.0,2614.0,106.83488127044602,-6.198470304844834,non_water
5,1341.0,1642.0,2032.0,2120.0,2097.0,3254.0,3845.0,4077.0,106.834029304968,-6.197465818991357,non_water
6,423.0,425.0,514.0,558.0,587.0,681.0,809.0,793.0,106.83522378054526,-6.197581187901632,non_water
7,852.0,1080.0,1419.0,1792.0,1956.0,2439.0,2803.0,2852.0,106.8355771897617,-6.197494852496475,non_water
8,278.0,322.0,515.0,448.0,370.0,1416.0,2388.0,2449.0,106.83450876534766,-6.197165282556532,non_water
9,368.0,385.0,467.0,485.0,522.0,621.0,690.0,674.0,106.83534170175822,-6.197439606231966,non_water
10,387.0,404.0,697.0,619.0,524.0,1942.0,3017.0,3206.0,106.83415684711088,-6.19742618531577,non_water
11,907.0,1058.0,1201.0,1362.0,1400.0,1543.0,1803.0,1948.0,106.83545127877237,-6.197649149937028,non_water
12,493.0,572.0,845.0,1602.0,1817.0,2189.0,2334.0,2358.0,106.83574135724427,-6.197727994423411,non_water
13,1191.0,1396.0,1765.0,2620.0,2801.0,3015.0,2971.0,2831.0,106.83401955163295,-6.197593261176467,non_water
14,570.0,630.0,840.0,1209.0,1301.0,1600.0,1820.0,1931.0,106.83460167645526,-6.197092332756563,non_water
15,521.0,554.0,634.0,681.0,732.0,811.0,910.0,846.0,106.8353042534853,-6.197455410515467,non_water
16,484.0,504.0,543.0,525.0,592.0,600.0,673.0,693.0,106.8352623408247,-6.197434641723357,non_water
17,360.0,410.0,835.0,697.0,522.0,2323.0,3794.0,3911.0,106.83435673821721,-6.197132009095783,non_water
18,788.0,890.0,1192.0,2193.0,2825.0,3544.0,3456.0,3446.0,106.83511775219665,-6.19856600276814,non_water
19,865.0,952.0,1236.0,1858.0,2007.0,2308.0,2405.0,2257.0,106.83396522854277,-6.197533467709715,non_water
20,804.0,994.0,1316.0,1622.0,1791.0,1980.0,2124.0,2240.0,106.83523419891391,-6.197543413946868,non_water
21,827.0,1001.0,1146.0,1263.0,1307.0,1309.0,1460.0,1475.0,106.83401463392734,-6.197924015616975,non_water
22,340.0,341.0,442.0,430.0,405.0,1101.0,1730.0,1851.0,106.83480867819884,-6.19726539306962,non_water
23,474.0,523.0,615.0,673.0,677.0,781.0,1018.0,1107.0,106.8340614509319,-6.197933567524596,non_water
24,463.0,501.0,823.0,682.0,574.0,2458.0,4095.0,4191.0,106.83473839426122,-6.197222898440349,non_water
25,881.0,910.0,996.0,1099.0,1133.0,1199.0,1277.0,1193.0,106.83545077253189,-6.197467398422864,non_water
26,731.0,823.0,956.0,1091.0,1197.0,1278.0,1344.0,1398.0,106.83495381970098,-6.198548356488582,non_water
27,300.0,328.0,491.0,538.0,521.0,1423.0,2204.0,2310.0,106.835440512476,-6.197796215584375,non_water
28,426.0,474.0,796.0,674.0,650.0,2166.0,3746.0,3847.0,106.83555322862875,-6.197615821922576,non_water
29,820.0,993.0,1242.0,1514.0,1700.0,2040.0,2409.0,2547.0,106.83388255549431,-6.1975596563470186,non_water
30,571.0,634.0,746.0,868.0,954.0,1036.0,1103.0,974.0,106.83398470738922,-6.197389677615571,non_water
31,434.0,457.0,606.0,864.0,956.0,1211.0,1360.0,1390.0,106.83444790961828,-6.197089314283868,non_water
32,766.0,893.0,1234.0,1785.0,2034.0,2883.0,3599.0,3808.0,106.83569449893295,-6.197645696176792,non_water
33,515.0,593.0,861.0,825.0,768.0,1918.0,2743.0,2756.0,106.83396224948628,-6.1972670734243485,non_water
34,763.0,836.0,967.0,1021.0,1134.0,1211.0,1319.0,1381.0,106.83401894662049,-6.197982118198624,non_water
35,436.0,465.0,769.0,728.0,602.0,1989.0,2961.0,3074.0,106.83412708916619,-6.197452601957207,non_water
36,620.0,697.0,782.0,865.0,886.0,947.0,1047.0,994.0,106.8340382890049,-6.197360344727006,non_water
37,2797.0,3031.0,3521.0,3741.0,3769.0,5381.0,6807.0,6965.0,106.83557953450224,-6.197665249383345,non_water
38,1044.0,1234.0,1485.0,1857.0,2059.0,2249.0,2496.0,2594.0,106.8338887686408,-6.197573033311286,non_water
39,675.0,704.0,846.0,1250.0,1442.0,1758.0,2089.0,2278.0,106.83500435267166,-6.198580530935251,non_water
40,423.0,454.0,704.0,655.0,608.0,1737.0,2701.0,2726.0,106.83472241240243,-6.198404246360957,non_water
41,300.0,281.0,425.0,416.0,373.0,982.0,1549.0,1578.0,106.8340961483495,-6.1976849838982115,non_water
42,890.0,912.0,979.0,1097.0,1108.0,1191.0,1245.0,1195.0,106.83540148458212,-6.197520278341886,non_water
43,634.0,695.0,956.0,1016.0,1001.0,1558.0,2105.0,2319.0,106.8340391531114,-6.19770049287911,non_water
44,306.0,327.0,446.0,412.0,384.0,1033.0,1565.0,1657.0,106.83380756448047,-6.197610579715684,non_water
45,1204.0,1426.0,1782.0,2636.0,2815.0,3042.0,2993.0,2870.0,106.83402468692309,-6.197592610022506,non_water
