0,1,2,3,4,5,6,7,x,y,label
1650.0,1450.0,1288.0,1096.0,1014.0,1007.0,915.0,557.0,701597.1729857589,9298639.386110514,water
1648.0,1478.0,1315.0,1128.0,1055.0,1035.0,973.0,591.0,701520.2309573769,9298408.63230081,water
1627.0,1443.0,1241.0,1070.0,996.0,961.0,933.0,588.0,700996.9453427538,9297939.542629896,water
1598.0,1410.0,1250.0,1054.0,978.0,978.0,907.0,548.0,701675.5297891834,9298746.173438173,water
1643.0,1460.0,1269.0,1090.0,1009.0,952.0,889.0,563.0,701438.3327444368,9298520.68141769,water
1647.0,1461.0,1269.0,1089.0,1019.0,957.0,929.0,597.0,701028.0695190267,9297940.92155091,water
1598.0,1420.0,1259.0,1059.0,980.0,955.0,877.0,526.0,702013.8393497186,9298837.942572482,water
1659.0,1473.0,1259.0,1094.0,1013.0,986.0,958.0,621.0,700984.9620554287,9297946.97488512,water
1644.0,1464.0,1292.0,1091.0,1016.0,970.0,902.0,561.0,702046.3227532723,9298826.782937277,water
1617.0,1429.0,1270.0,1066.0,991.0,985.0,904.0,539.0,701646.0916102874,9298630.83952706,water
1612.0,1420.0,1226.0,1055.0,989.0,952.0,930.0,596.0,700981.1953178863,9297950.179810144,water
1618.0,1424.0,1257.0,1068.0,988.0,974.0,886.0,538.0,702026.6210491918,9298867.984036932,water
1623.0,1444.0,1281.0,1084.0,996.0,996.0,910.0,538.0,701649.1589929586,9298609.849782934,water
1677.0,1491.0,1297.0,1111.0,1043.0,976.0,936.0,597.0,701069.3832488038,9297916.69399019,water
1645.0,1470.0,1281.0,1101.0,1023.0,978.0,954.0,622.0,700988.3966485224,9297889.164420566,water
1625.0,1454.0,1257.0,1078.0,1016.0,948.0,916.0,590.0,701039.3186482106,9297899.853998924,water
1672.0,1480.0,1293.0,1106.0,1033.0,977.0,932.0,578.0,701426.5449406725,9298489.892859705,water
1633.0,1443.0,1259.0,1085.0,1016.0,957.0,933.0,601.0,701009.8196307597,9297935.613386158,water
1616.0,1442.0,1276.0,1085.0,995.0,984.0,903.0,533.0,701602.0950559189,9298618.332717856,water
1598.0,1436.0,1270.0,1071.0,989.0,969.0,890.0,536.0,701582.5876043414,9298628.30314941,water
1615.0,1432.0,1258.0,1079.0,995.0,971.0,894.0,531.0,701989.5205829726,9298858.606056059,water
1614.0,1432.0,1275.0,1074.0,999.0,964.0,888.0,530.0,702037.1872056366,9298827.70371332,water
1649.0,1458.0,1263.0,1098.0,1028.0,967.0,940.0,610.0,701017.3776133859,9297882.726049423,water
1585.0,1412.0,1241.0,1055.0,983.0,953.0,874.0,526.0,701981.6386422013,9298870.679840738,water
1625.0,1441.0,1280.0,1080.0,992.0,980.0,907.0,546.0,701597.5902720422,9298631.824469697,water
1639.0,1469.0,1307.0,1119.0,1029.0,1009.0,938.0,573.0,701572.3911745589,9298457.014249498,water
1662.0,1481.0,1322.0,1110.0,1023.0,1010.0,927.0,549.0,701612.9106018532,9298589.827041436,water
1639.0,1455.0,1263.0,1072.0,997.0,989.0,964.0,615.0,700970.2851709841,9297921.084212463,water
1635.0,1448.0,1285.0,1081.0,1004.0,971.0,898.0,528.0,702000.7009187158,9298841.842067458,water
1630.0,1454.0,1288.0,1085.0,1022.0,970.0,899.0,535.0,701986.9356263059,9298822.54821238,water
1673.0,1497.0,1289.0,1111.0,1039.0,967.0,947.0,603.0,701022.6742897908,9297894.27289602,water
1655.0,1479.0,1319.0,1115.0,1033.0,1009.0,922.0,552.0,701573.2816808928,9298581.965613771,water
1638.0,1460.0,1257.0,1092.0,1023.0,963.0,935.0,606.0,701018.7375242031,9297884.221524006,water
1635.0,1449.0,1256.0,1081.0,1002.0,949.0,922.0,591.0,701032.8075226877,9297956.201729422,water
1643.0,1463.0,1292.0,1097.0,1013.0,982.0,905.0,544.0,701991.3311674478,9298842.698473971,water
1656.0,1463.0,1266.0,1089.0,1010.0,986.0,946.0,608.0,700991.1478088186,9297950.912837086,water
1639.0,1462.0,1268.0,1092.0,1019.0,951.0,920.0,582.0,701063.0963987446,9297916.216020573,water
1627.0,1453.0,1300.0,1110.0,1038.0,1004.0,928.0,562.0,701555.3703124869,9298488.521382838,water
1623.0,1483.0,1348.0,1167.0,1142.0,1107.0,1111.0,720.0,701949.6473194561,9298954.487865763,water
1635.0,1436.0,1271.0,1068.0,998.0,991.0,931.0,571.0,701682.3541978165,9298753.349733409,water
1633.0,1449.0,1278.0,1089.0,1025.0,952.0,926.0,594.0,701063.4108434288,9297906.267029628,water
1622.0,1430.0,1270.0,1075.0,999.0,968.0,890.0,536.0,701822.9524201934,9298710.108161123,water
1629.0,1445.0,1274.0,1083.0,994.0,1000.0,913.0,544.0,701654.9927412565,9298632.116253393,water
1655.0,1474.0,1281.0,1100.0,1015.0,952.0,909.0,581.0,701074.9111966194,9297950.479358777,water
1615.0,1423.0,1253.0,1065.0,986.0,960.0,893.0,522.0,702017.3506385636,9298878.241838638,water
1653.0,1470.0,1303.0,1105.0,1015.0,993.0,904.0,546.0,701572.1330195505,9298620.961174404,water
1663.0,1475.0,1281.0,1104.0,1023.0,952.0,914.0,588.0,701069.1486321994,9297929.31291252,water
1630.0,1454.0,1288.0,1085.0,1022.0,970.0,899.0,535.0,701986.8207509132,9298822.40433493,water
1674.0,1482.0,1275.0,1099.0,1032.0,993.0,967.0,619.0,700992.8115427967,9297946.171150548,water
1617.0,1439.0,1276.0,1088.0,1002.0,985.0,896.0,535.0,701587.194724161,9298618.809482424,water
1617.0,1430.0,1252.0,1061.0,995.0,946.0,897.0,555.0,701423.4014781931,9298487.96373586,water
1599.0,1419.0,1251.0,1081.0,1030.0,974.0,1043.0,692.0,701959.8815247822,9298972.952468714,water
1659.0,1480.0,1293.0,1097.0,1012.0,1014.0,946.0,578.0,701667.705807278,9298747.877325514,water
1627.0,1456.0,1295.0,1109.0,1023.0,1002.0,923.0,558.0,701473.5413838812,9298521.297405334,water
1621.0,1449.0,1250.0,1074.0,1006.0,945.0,904.0,579.0,701042.3057988834,9297958.360530991,water
1599.0,1410.0,1257.0,1060.0,987.0,958.0,882.0,534.0,701808.884362567,9298702.212533107,water
1633.0,1460.0,1264.0,1090.0,1016.0,948.0,917.0,582.0,701062.9614245318,9297916.530483589,water
1638.0,1446.0,1295.0,1090.0,1001.0,997.0,918.0,546.0,701624.0604940155,9298613.640542252,water
1624.0,1440.0,1271.0,1065.0,992.0,994.0,924.0,555.0,701674.7679208122,9298747.9109637,water
1655.0,1472.0,1274.0,1106.0,1024.0,952.0,917.0,574.0,701083.4687082781,9297934.264781391,water
1592.0,1435.0,1270.0,1076.0,996.0,972.0,888.0,534.0,701603.5149998347,9298576.188144822,water
1605.0,1415.0,1265.0,1073.0,986.0,969.0,892.0,531.0,701562.9652666001,9298629.695414623,water
1672.0,1492.0,1338.0,1150.0,1080.0,1052.0,987.0,597.0,701522.07194998,9298403.302530566,water
1639.0,1459.0,1255.0,1094.0,1018.0,976.0,958.0,602.0,700964.1158976018,9297886.002890019,water
1630.0,1440.0,1253.0,1074.0,999.0,969.0,953.0,614.0,700961.6756962794,9297907.457086084,water
1695.0,1505.0,1308.0,1119.0,1052.0,980.0,951.0,602.0,701048.2139312658,9297943.868268872,water
1615.0,1430.0,1261.0,1070.0,981.0,986.0,913.0,552.0,701652.9262956617,9298719.806455202,water
1636.0,1460.0,1288.0,1090.0,1008.0,994.0,911.0,542.0,701607.6556374524,9298617.796801403,water
1626.0,1465.0,1306.0,1121.0,1040.0,1013.0,944.0,581.0,701568.2395981756,9298451.189913081,water
1680.0,1488.0,1296.0,1107.0,1036.0,962.0,929.0,590.0,701064.8711553884,9297932.200853633,water
1593.0,1416.0,1249.0,1058.0,980.0,956.0,881.0,529.0,702040.4388334018,9298860.650006002,water
1631.0,1455.0,1280.0,1082.0,1003.0,998.0,932.0,571.0,701653.6589666762,9298729.873272615,water
1625.0,1440.0,1259.0,1070.0,1012.0,932.0,898.0,571.0,701106.40599459,9297927.88768539,water
1677.0,1482.0,1294.0,1116.0,1036.0,989.0,953.0,619.0,701009.5134564143,9297890.463878825,water
1637.0,1445.0,1257.0,1082.0,1010.0,954.0,916.0,577.0,701214.3478806255,9298089.320682047,water
1615.0,1447.0,1279.0,1074.0,997.0,967.0,901.0,525.0,701989.318991583,9298831.102233527,water
1616.0,1447.0,1249.0,1076.0,1001.0,944.0,917.0,585.0,701029.2307549348,9297928.110580036,water
1622.0,1444.0,1251.0,1075.0,997.0,947.0,890.0,560.0,701441.4502061635,9298504.41798455,water
1562.0,1391.0,1230.0,1046.0,970.0,937.0,870.0,516.0,702032.8015266958,9298843.900903119,water
1673.0,1485.0,1269.0,1101.0,1017.0,985.0,979.0,630.0,700948.6608020115,9297888.203244468,water
1624.0,1435.0,1274.0,1074.0,1005.0,966.0,901.0,526.0,701997.9994264853,9298824.684075972,water
1589.0,1418.0,1253.0,1062.0,977.0,971.0,886.0,534.0,701631.5423285593,9298602.006592954,water
1644.0,1454.0,1269.0,1088.0,1023.0,963.0,938.0,610.0,701009.7146367813,9297933.969846163,water
1622.0,1434.0,1297.0,1081.0,1006.0,984.0,903.0,535.0,701593.622184501,9298582.711959206,water
1641.0,1455.0,1287.0,1092.0,1009.0,1002.0,913.0,548.0,701645.438709107,9298619.838149982,water
1598.0,1441.0,1300.0,1123.0,1061.0,1029.0,1006.0,641.0,701946.793767152,9298920.17775432,water
1580.0,1408.0,1266.0,1065.0,986.0,963.0,884.0,530.0,701572.6210763246,9298613.331298675,water
1621.0,1455.0,1292.0,1110.0,1034.0,1013.0,941.0,574.0,701535.2950408476,9298423.054772904,water
1646.0,1464.0,1293.0,1096.0,1012.0,1004.0,919.0,553.0,701593.3066607123,9298642.718331704,water
1631.0,1444.0,1284.0,1083.0,1010.0,980.0,889.0,540.0,701801.291360091,9298692.639764568,water
1629.0,1451.0,1264.0,1084.0,1005.0,944.0,910.0,583.0,701053.8719267899,9297932.113740811,water
1680.0,1492.0,1290.0,1114.0,1040.0,982.0,963.0,613.0,700994.713888341,9297907.74235726,water
1661.0,1478.0,1277.0,1094.0,1031.0,969.0,936.0,598.0,701040.6453189149,9297951.0806598,water
1625.0,1445.0,1273.0,1078.0,990.0,984.0,914.0,547.0,701611.9953940869,9298638.610058662,water
1651.0,1468.0,1305.0,1135.0,1061.0,1033.0,1007.0,621.0,701975.0790892729,9298973.387567282,water
1610.0,1421.0,1256.0,1067.0,982.0,960.0,888.0,537.0,702033.7270948079,9298880.215441527,water
1651.0,1455.0,1275.0,1099.0,1021.0,974.0,937.0,603.0,701010.6019105946,9297892.3245403,water
1645.0,1472.0,1319.0,1132.0,1049.0,1026.0,956.0,579.0,701560.8616259847,9298462.824907275,water
1659.0,1467.0,1278.0,1103.0,1026.0,960.0,931.0,593.0,701021.0501290654,9297901.725221667,water
1608.0,1425.0,1253.0,1066.0,975.0,982.0,911.0,551.0,701663.9501820056,9298730.460822618,water
1809.0,1597.0,1400.0,1275.0,1216.0,1313.0,1802.0,1420.0,701279.8566863283,9298385.919260789,non_water
1606.0,1412.0,1232.0,1071.0,1000.0,1478.0,2438.0,2027.0,700977.7283346219,9298349.193733383,non_water
1640.0,1479.0,1308.0,1256.0,1268.0,1224.0,1520.0,1182.0,700962.3285757455,9298196.595685009,non_water
1930.0,1823.0,1708.0,1671.0,1747.0,1662.0,1983.0,1551.0,701060.3228779689,9298518.374323327,non_water
1702.0,1551.0,1396.0,1327.0,1347.0,1264.0,1504.0,1189.0,701064.3836321601,9298256.897854656,non_water
1521.0,1339.0,1117.0,962.0,899.0,1121.0,1759.0,1391.0,701256.6930038428,9298370.513710411,non_water
1581.0,1425.0,1251.0,1249.0,1319.0,1330.0,1581.0,1270.0,701012.7896704162,9298135.808834605,non_water
1703.0,1523.0,1292.0,1137.0,1079.0,1281.0,1841.0,1494.0,700912.91938694,9298254.813944967,non_water
1630.0,1478.0,1307.0,1208.0,1204.0,1115.0,1348.0,1104.0,701126.9588981705,9298347.282191925,non_water
1538.0,1352.0,1195.0,1042.0,991.0,1394.0,2123.0,1742.0,701169.6110967008,9298420.064120593,non_water
1601.0,1401.0,1179.0,1006.0,944.0,1092.0,1518.0,1182.0,701110.9323909474,9298217.845452115,non_water
1563.0,1442.0,1317.0,1197.0,1182.0,1117.0,1575.0,1341.0,701037.396684084,9298481.126376903,non_water
1706.0,1534.0,1380.0,1474.0,1588.0,1625.0,1961.0,1586.0,701128.8127803974,9298484.5447456,non_water
1650.0,1440.0,1228.0,1081.0,1008.0,1231.0,1790.0,1396.0,700950.6271810356,9298245.022602338,non_water
1829.0,1652.0,1445.0,1363.0,1347.0,1253.0,1456.0,1103.0,701196.181927844,9298383.82608147,non_water
1522.0,1371.0,1233.0,1125.0,1080.0,1209.0,1577.0,1231.0,701008.5021315935,9298449.068282852,non_water
1572.0,1399.0,1227.0,1078.0,1047.0,1108.0,1420.0,1162.0,701123.3806192994,9298421.152156176,non_water
1619.0,1407.0,1187.0,1016.0,940.0,1283.0,2147.0,1710.0,701101.049597863,9298229.410108201,non_water
1574.0,1390.0,1217.0,1136.0,1113.0,1290.0,1753.0,1400.0,700976.1371886012,9298281.053804057,non_water
1726.0,1518.0,1265.0,1111.0,1042.0,1011.0,1159.0,847.0,700921.4312802398,9298204.167528989,non_water
1751.0,1599.0,1433.0,1344.0,1369.0,1284.0,1582.0,1297.0,701332.9840394056,9298601.22749815,non_water
1652.0,1475.0,1267.0,1228.0,1256.0,1213.0,1362.0,1061.0,701330.9032203129,9298448.564149993,non_water
1658.0,1501.0,1296.0,1199.0,1158.0,1209.0,1477.0,1181.0,700889.7377010841,9298254.922024049,non_water
1606.0,1402.0,1190.0,1028.0,956.0,1275.0,2033.0,1619.0,701092.5806121527,9298201.387108847,non_water
2194.0,2112.0,1967.0,1837.0,1961.0,1733.0,1965.0,1509.0,701001.9204752664,9298532.604800906,non_water
1735.0,1577.0,1402.0,1420.0,1499.0,1477.0,1776.0,1395.0,701020.4315331181,9298145.002822844,non_water
1624.0,1413.0,1193.0,1017.0,954.0,1249.0,1922.0,1549.0,701165.9222260591,9298113.512618935,non_water
1668.0,1471.0,1304.0,1169.0,1137.0,1502.0,2289.0,1922.0,701658.9227749736,9298281.176781291,non_water
1644.0,1471.0,1279.0,1270.0,1300.0,1310.0,1535.0,1237.0,701000.9567879934,9298284.142703068,non_water
1563.0,1432.0,1277.0,1198.0,1191.0,1229.0,1468.0,1155.0,701581.3943842861,9298252.07575779,non_water
1544.0,1346.0,1145.0,974.0,895.0,1163.0,1672.0,1353.0,701141.6773000328,9298138.184638925,non_water
1782.0,1614.0,1420.0,1292.0,1298.0,1182.0,1345.0,1012.0,700999.5438910589,9298255.095427971,non_water
1737.0,1617.0,1493.0,1432.0,1469.0,1388.0,1706.0,1380.0,701151.5290813777,9298424.197188368,non_water
1607.0,1434.0,1242.0,1150.0,1141.0,1081.0,1231.0,986.0,701146.4568221777,9298352.217785468,non_water
1557.0,1472.0,1293.0,1184.0,1203.0,1126.0,1423.0,1107.0,701016.223903798,9298390.393576317,non_water
1534.0,1388.0,1207.0,1219.0,1309.0,1255.0,1568.0,1206.0,701122.1640991628,9298492.476684889,non_water
1516.0,1356.0,1187.0,1124.0,1152.0,1083.0,1285.0,993.0,700958.1657860723,9298376.44254465,non_water
1635.0,1447.0,1245.0,1147.0,1147.0,1125.0,1351.0,1034.0,701121.6085126335,9298237.444364056,non_water
